Tag	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
663	GO:0098660	inorganic ion transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0098660	508	99	67.3494332183342	1.46994555513275	3.4563546851718e-05	0.00036720704385726	25;187;287;308;309;358;477;482;493;623;775;783;784;845;857;1329;1337;1345;1351;1756;2040;2149;2247;2273;2316;2563;2621;2669;2743;2946;3306;3356;3357;3708;3741;3750;3752;3755;3757;3764;3777;3778;3779;3790;5138;5144;5310;5311;5348;5350;5566;5621;5999;6236;6262;6324;6330;6546;6560;6616;6622;6640;6769;6844;7040;7070;7220;7223;7225;7291;7402;7871;7881;7991;8291;8912;9002;9132;9377;10060;10268;10681;22821;23413;23704;25932;27092;28954;30818;30845;53826;57158;57165;57520;79026;80228;84701;94015;130497	KCNE4;FXYD6;KCNA5;F2RL3;ITPR1;ATP2B4;ATP1A2;CACNA1H;COX5B;STOM;AHNAK;SNAP25;CACNB2;GSTM2;TUSC3;ORAI2;KCNMB1;HSPA2;KCNJ8;JPH2;STAC;AQP1;CLIC4;DYSF;FGF2;ATP1B2;KCNH2;COX4I2;SNTA1;VAMP2;CACNB3;HECW2;KCNQ4;BDKRB1;PRKACA;ABL1;FXYD1;KCNS3;TGFB1;SCN1B;RRAD;REM1;KCNK3;ANXA6;GNB5;TTYH2;GLRB;KCND3;F2R;KCND1;GEM;DMD;KCNG1;SLC12A4;TRPC4;CASQ2;FHL1;PDE4D;UTRN;KCNMA1;THY1;COX6A1;SLC8A1;GAS6;OSR1;TRPC6;RYR2;SNCA;RGS4;ANK2;HTR2A;EHD3;KCNIP3;SCN4B;RAMP3;PKD2;SLMAP;APLNR;CAV1;PKD1;COX6C;COX8A;TRPC1;ABCC9;PDE2A;CACNA1C;ANXA5;COX5A;PLN;GABRD;FLNA;RASA3;TWIST1;KCNAB1;HTR2B;GJC2;CACNG4;NCS1;PRNP	geneontology_Biological_Process
664	GO:0008361	regulation of cell size	http://amigo.geneontology.org/amigo/term/GO:0008361	143	37	18.9586002957122	1.95162086983648	3.50559179914667e-05	0.000371778868327201	25;358;1808;2045;2335;3611;3778;3897;4131;4133;4478;4803;5802;5962;5979;6387;6560;6722;7474;8153;8482;8829;9037;9423;9706;9723;10000;10371;10439;10512;23499;54910;57142;57556;80031;85358;91584	EPHA7;SEMA3A;SRF;NRP1;PLXNA4;L1CAM;AQP1;AKT3;SEMA4C;FN1;NTN1;MAP2;SEMA3E;SEMA6D;MACF1;NGF;ABL1;SEMA6A;MAP1B;ILK;RND2;RDX;MSN;SLC12A4;KCNMA1;SEMA3C;DPYSL2;RET;SEMA7A;RTN4;OLFM1;ULK2;WNT5A;SHANK3;PTPRS;SEMA5A;CXCL12	geneontology_Biological_Process
665	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	http://amigo.geneontology.org/amigo/term/GO:0010771	82	25	10.8713652045343	2.29961918578294	3.58923513268383e-05	0.000379976977297553	1949;2045;2192;4133;4776;4804;5802;7070;7225;7474;8482;8829;9037;9353;9423;9706;9723;10371;10512;26052;54413;54910;57142;57556;80031	NLGN3;EPHA7;SEMA3A;NFATC4;NRP1;EFNB3;SEMA4C;NTN1;MAP2;SEMA3E;SEMA6D;SEMA6A;FBLN1;THY1;SLIT2;TRPC6;SEMA3C;DNM3;NGFR;SEMA7A;RTN4;ULK2;WNT5A;PTPRS;SEMA5A	geneontology_Biological_Process
666	GO:0048634	regulation of muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0048634	112	31	14.8486939379004	2.08772570366437	3.69933175157211e-05	0.000389575882275878	657;2247;2260;2735;2817;3479;4208;4211;5292;5600;5997;5999;7040;7046;7048;7049;7291;7472;8324;9241;9759;23414;23493;26585;28514;50937;51176;57158;64321;93649;221662	HEY2;CDON;RBM24;TGFBR1;IGF1;HDAC4;JPH2;GPC1;FGF2;WNT2;ZFPM2;TGFB1;MAPK11;DLL1;GLI1;GREM1;MYOCD;FGFR1;RGS4;TGFBR2;SOX17;RGS2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;LEF1;NOG;TWIST1;FZD7	geneontology_Biological_Process
667	GO:0003209	cardiac atrium morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003209	22	11	2.91670773780187	3.77137546468402	3.70591209775117e-05	0.000389575882275878	90;2022;2702;3670;6608;7042;7472;7474;9241;23493;54567	HEY2;ISL1;WNT2;SMO;GJA5;TGFB2;ENG;ACVR1;DLL4;WNT5A;NOG	geneontology_Biological_Process
668	GO:0086064	cell communication by electrical coupling involved in cardiac conduction	http://amigo.geneontology.org/amigo/term/GO:0086064	22	11	2.91670773780187	3.77137546468402	3.70591209775117e-05	0.000389575882275878	477;482;775;857;2697;2702;5144;5566;6262;6546;10052	ATP1A2;ATP1B2;PRKACA;PDE4D;SLC8A1;GJA5;RYR2;CAV1;GJC1;CACNA1C;GJA1	geneontology_Biological_Process
669	GO:0060343	trabecula formation	http://amigo.geneontology.org/amigo/term/GO:0060343	22	11	2.91670773780187	3.77137546468402	3.70591209775117e-05	0.000389575882275878	1277;4313;6422;6722;7010;7049;7059;9510;23462;23493;26585	HEY2;SRF;MMP2;ADAMTS1;GREM1;THBS3;TGFBR3;COL1A1;TEK;SFRP1;HEY1	geneontology_Biological_Process
670	GO:0030855	epithelial cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0030855	478	94	63.372104484968	1.48330248401798	3.80880585995058e-05	0.000399691150837546	25;59;90;94;367;654;677;857;947;1000;1003;1028;1051;1066;1266;1282;1286;1513;1601;1901;1903;1999;2022;2255;2260;2316;2535;2735;2810;3202;3399;3725;3913;4094;4208;4478;4649;4659;4781;4855;5054;5138;5144;5155;5175;5727;5764;5802;5915;5962;6608;6777;6876;6935;6943;7026;7040;7041;7068;7111;7122;7263;7431;7474;8321;8324;8609;8643;8829;9788;9839;9863;10365;10411;10628;10630;10736;23022;23462;23493;25932;25937;26585;28514;51176;54345;54507;57111;64321;79633;80781;91522;122786;130497	HEY2;FGF10;TMOD1;ADAMTSL4;PPP1R12A;RARB;NRP1;TGFB1I1;PTCH2;CDH5;FRMD6;TCF21;LAMB2;COL18A1;PTCH1;NFIB;ACTA2;CLIC4;RAB25;CDKN1C;CLDN5;ZEB2;S1PR1;PTN;ABL1;VIM;KLF2;TGFB1;NR2F2;COL4A4;ELF3;CD34;CES1;COL4A1;ACVRL1;MTSS1;MYO9A;RDX;COL23A1;ZEB1;MSN;TST;ZFP36L1;PECAM1;STAT5B;MAF;SERPINE1;DAB2;PDGFB;FAT4;SIX2;PDE4D;DLL1;SMO;JUN;GLI1;RAPGEF3;KLF7;OSR1;GREM1;WWTR1;FGFR1;MAGI2;FZD1;ID3;NOTCH4;FZD2;SFN;SOX17;S1PR3;THRB;AR;ENG;SOX18;CEBPB;CAV1;PALLD;HOXA5;ACVR1;MEF2C;TXNIP;WNT5A;CDH2;CNN3;PTPRS;PDE2A;LEF1;BMP6;TAGLN;CTSK;FLNA;HEY1;PDPN;FZD7	geneontology_Biological_Process
671	GO:0045669	positive regulation of osteoblast differentiation	http://amigo.geneontology.org/amigo/term/GO:0045669	50	18	6.62888122227698	2.71539033457249	3.86242272756299e-05	0.000404609038174081	90;654;657;658;860;1051;2737;3082;3400;3479;3569;3572;3611;4208;4921;5587;6423;9260	GLI3;DDR2;PRKD1;SFRP2;IGF1;RUNX2;ILK;HGF;ID4;CEBPB;ACVR1;MEF2C;BMPR1A;BMPR1B;BMP6;IL6ST;PDLIM7;IL6	geneontology_Biological_Process
672	GO:0060326	cell chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0060326	238	54	31.5534746180384	1.71138046296586	3.90720384402243e-05	0.000408585784177704	185;683;1843;1901;1902;1910;2247;2260;2321;2549;2621;2826;2919;2920;2921;3082;3269;3569;3672;3680;3791;3815;5054;5144;5155;5156;5159;5228;5365;5587;6356;6358;6364;6387;7042;7057;7060;7423;7424;7474;7857;8291;8829;9037;9353;9732;23396;26585;51157;51176;55742;57118;80310;83700	LPAR1;CCL11;NRP1;HRH1;CAMK1D;CXCL2;PRKD1;PGF;DOCK4;DYSF;FGF2;SCG2;EDNRB;S1PR1;THBS4;KIT;VEGFB;DUSP1;PDGFRA;PLXNB3;KDR;PDGFRB;CCL20;PDGFD;HGF;SERPINE1;PDGFB;PDE4D;THBS1;PIP5K1C;GAS6;GREM1;SLIT2;FLT1;CXCL1;FGFR1;TGFB2;GAB1;CXCL3;BST1;ITGA9;AGTR1;PARVA;CCR10;WNT5A;JAM3;LEF1;ITGA1;VEGFC;CCL14;SEMA5A;CXCL12;ZNF580;IL6	geneontology_Biological_Process
673	GO:0050771	negative regulation of axonogenesis	http://amigo.geneontology.org/amigo/term/GO:0050771	59	20	7.82207984228684	2.55686472181967	3.98809043182791e-05	0.000416317732883499	1949;2045;4133;4804;5802;7070;7474;8482;8829;9037;9353;9423;9706;9723;10371;10512;54910;57142;57556;80031	EPHA7;SEMA3A;NRP1;EFNB3;SEMA4C;NTN1;MAP2;SEMA3E;SEMA6D;SEMA6A;THY1;SLIT2;SEMA3C;NGFR;SEMA7A;RTN4;ULK2;WNT5A;PTPRS;SEMA5A	geneontology_Biological_Process
674	GO:0048608	reproductive structure development	http://amigo.geneontology.org/amigo/term/GO:0048608	350	73	46.4021685559389	1.57320233669676	4.00501996100644e-05	0.000417357906197401	116;367;408;558;599;638;654;658;677;1028;1051;1634;2034;2255;2295;2316;2624;2735;2736;2737;3371;3400;3481;3624;3815;4323;4327;4846;4920;5155;5156;5159;5176;5270;5310;5311;5654;5727;5806;6422;6423;6586;6615;6692;6777;6943;7026;7042;7046;7472;7474;7482;8322;8614;8728;9021;9241;9353;9510;10272;10370;10371;22836;23414;23462;23493;23641;26471;51176;55224;84159;93649;130497	GLI3;HEY2;FGF10;BCL2L2;PTX3;SERPINF1;SEMA3A;STC2;AXL;TGFBR1;SFRP2;ADAM19;TCF21;WNT2B;RHOBTB3;PTCH1;GLI2;ARID5B;MMP14;CDKN1C;WNT2;IGF2;KIT;FOXF2;NOS3;HTRA1;ZFPM2;SNAI1;NR2F2;ARRB1;PDGFRA;PDGFRB;SOCS3;ADAMTS1;ZFP36L1;FSTL3;STAT5B;PDGFB;TNC;GLI1;ETNK2;OSR1;MMP19;MYOCD;SLIT2;ID4;TGFB2;LDOC1;INHBA;PKD2;AR;DCN;CEBPB;FZD4;PKD1;NUPR1;WNT5A;EPAS1;BMPR1B;LEF1;BMP6;GATA2;BIK;NOG;FLNA;SLIT3;SFRP1;HEY1;ADCYAP1;ROR2;SERPINE2;CITED2;SPINT1	geneontology_Biological_Process
675	GO:0050890	cognition	http://amigo.geneontology.org/amigo/term/GO:0050890	227	52	30.0951207491375	1.72785483844554	4.1225962339575e-05	0.000428864524893634	134;183;477;590;874;1051;1268;1742;1959;3269;3356;3678;3725;3815;4130;4204;4208;4212;4593;4803;4885;4915;5021;5176;5577;5621;5764;6310;6484;6616;6722;6865;7122;7432;7436;7832;7881;7991;8516;9369;9379;9867;11170;11346;29767;54413;55084;57502;80823;84446;85358;93986	MUSK;NLGN3;SERPINF1;ATP1A2;SRF;SYNPO;HRH1;SNAP25;NLGN4X;PRKAR2B;PJA2;BHLHB9;TUSC3;BCHE;VIP;ADORA1;ST3GAL4;EGR2;DLG4;CLDN5;PTN;KIT;SOBP;NGF;TACR2;CNR1;CBR3;NPTX2;FAM107A;JUN;NRXN2;AGT;NTRK2;HTR2A;MECP2;MEIS2;ITGA5;VLDLR;CEBPB;BRSK1;MEF2C;ITGA8;SHANK3;TMOD2;NRXN3;MAP1A;FOXP2;KCNAB1;BTG2;OXTR;ATXN1;PRNP	geneontology_Biological_Process
676	GO:0098771	inorganic ion homeostasis	http://amigo.geneontology.org/amigo/term/GO:0098771	517	100	68.542631838344	1.45894602115436	4.31192246670431e-05	0.000447782312313557	25;111;116;134;183;185;187;287;308;309;477;482;493;552;554;623;624;654;730;775;783;784;845;857;948;1152;1268;1742;1756;1760;1901;1902;1903;1909;1910;2034;2149;2151;2247;2624;2771;2826;2946;3200;3356;3357;3708;3741;3757;3777;3778;3934;4881;5021;5028;5144;5156;5166;5167;5310;5311;5350;5566;5621;5731;5732;5733;5737;5739;6262;6356;6358;6387;6444;6508;6546;6560;6622;6915;7040;7070;7220;7223;7225;7474;8614;8692;9002;9365;9900;10268;11346;22821;23413;23627;25932;57158;79734;81855;114897	F2RL2;KCNA5;F2RL3;ITPR1;ATP2B4;ATP1A2;LPAR1;CCL11;SYNPO;STC2;CACNB2;GSTM2;ADORA1;JPH2;SLC4A3;CLIC4;DLG4;FGF2;ADCY5;ATP1B2;EDNRB;S1PR1;KCNH2;CACNB3;AVPR1A;PTGER2;BDKRB1;PRKACA;ABL1;TGFB1;BDKRB2;KCNK3;PDGFRA;ANXA6;CD36;SFXN3;F2R;CNR1;PTGER3;PTGER1;DMD;NPR1;SLC12A4;TRPC4;AVPR2;CASQ2;PDE4D;KCNMA1;C7;PTGFR;THY1;SLC8A1;TRPC6;SGCD;RYR2;PDK4;SNCA;AGT;KCTD17;HYAL2;ANK2;HTR2A;P2RY1;HOXA3;KL;RAMP3;S1PR3;AGTR1;PKD2;APLNR;CCR10;CAV1;PKD1;EDNRA;CKB;WNT5A;TRPC1;EPAS1;CACNA1C;GNAI2;ANXA5;BMP6;SV2A;C1QTNF1;PRND;CCL14;CXCL12;PLN;GATA2;LCN2;PTGIR;ENPP1;DMPK;RASA3;TBXA2R;HTR2B;ADCYAP1;OXTR;NCS1;PRNP	geneontology_Biological_Process
677	GO:0060993	kidney morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060993	78	24	10.3410547067521	2.32084643980555	4.32968119552513e-05	0.000448848611134715	183;2247;2255;2719;2737;3611;5087;5159;5228;5310;5311;5727;6608;6943;7040;7482;9241;10736;25937;26249;26585;57216;79633;130497	GLI3;FGF10;PBX1;PGF;TCF21;WNT2B;PTCH1;FGF2;TGFB1;ILK;PDGFRB;FAT4;SIX2;SMO;OSR1;GREM1;WWTR1;AGT;PKD2;KLHL3;PKD1;VANGL2;GPC3;NOG	geneontology_Biological_Process
678	GO:0055117	regulation of cardiac muscle contraction	http://amigo.geneontology.org/amigo/term/GO:0055117	64	21	8.48496796451454	2.47496514869888	4.47644659833379e-05	0.000463240842812515	134;287;477;775;845;857;1756;2316;2702;2946;4092;5144;5350;5566;5997;6262;6546;8654;9759;30845;80149	PDE5A;ATP1A2;GSTM2;HDAC4;ADORA1;PRKACA;SMAD7;DMD;CASQ2;PDE4D;SLC8A1;GJA5;RYR2;ANK2;EHD3;RGS2;ZC3H12A;CAV1;CACNA1C;PLN;FLNA	geneontology_Biological_Process
679	GO:0035909	aorta morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035909	26	12	3.44701823558403	3.48126965970832	4.49942342651832e-05	0.000463240842812515	94;657;1281;2022;4035;4638;5159;6722;7042;23462;23493;54567	HEY2;LRP1;SRF;COL3A1;ACVRL1;PDGFRB;MYLK;TGFB2;ENG;DLL4;BMPR1A;HEY1	geneontology_Biological_Process
680	GO:0086019	cell-cell signaling involved in cardiac conduction	http://amigo.geneontology.org/amigo/term/GO:0086019	26	12	3.44701823558403	3.48126965970832	4.49942342651832e-05	0.000463240842812515	287;775;783;845;2316;2697;2702;3741;6262;6324;6330;10052	KCNA5;CACNB2;SCN1B;CASQ2;GJA5;RYR2;ANK2;SCN4B;GJC1;CACNA1C;FLNA;GJA1	geneontology_Biological_Process
681	GO:0010522	regulation of calcium ion transport into cytosol	http://amigo.geneontology.org/amigo/term/GO:0010522	83	25	11.0039428289798	2.27191293053254	4.49943542251141e-05	0.000463240842812515	25;187;287;477;623;775;845;857;1756;2149;2946;5144;5311;5350;5566;5621;6262;6546;6622;7040;7070;7220;9002;10268;57158	F2RL3;ATP1A2;GSTM2;JPH2;BDKRB1;PRKACA;ABL1;TGFB1;F2R;DMD;CASQ2;PDE4D;THY1;SLC8A1;RYR2;SNCA;ANK2;RAMP3;PKD2;APLNR;CAV1;TRPC1;CACNA1C;PLN;PRNP	geneontology_Biological_Process
682	GO:0060420	regulation of heart growth	http://amigo.geneontology.org/amigo/term/GO:0060420	55	19	7.29176934450468	2.60567759378168	4.595202687252e-05	0.000470674435931863	32;657;2247;2260;2735;3479;4208;4211;5292;5600;5997;5999;7046;7048;7049;7472;9241;23414;23493	HEY2;TGFBR1;IGF1;ACACB;FGF2;WNT2;ZFPM2;MAPK11;GLI1;FGFR1;RGS4;TGFBR2;RGS2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;NOG	geneontology_Biological_Process
683	GO:0048332	mesoderm morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048332	55	19	7.29176934450468	2.60567759378168	4.595202687252e-05	0.000470674435931863	90;657;2260;3624;3690;5566;6423;6615;6722;7474;8013;8516;8646;9241;10736;51176;57045;64321;89870	SRF;SFRP2;PRKACA;SNAI1;CHRD;TRIM15;SIX2;TWSG1;NR4A3;FGFR1;INHBA;SOX17;ACVR1;ITGA8;WNT5A;BMPR1A;LEF1;NOG;ITGB3	geneontology_Biological_Process
684	GO:0050918	positive chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050918	55	19	7.29176934450468	2.60567759378168	4.595202687252e-05	0.000470674435931863	284;285;1012;1901;2247;2252;2255;3082;3791;5155;5228;5365;6387;7423;7424;7474;7857;8829;9037	FGF10;NRP1;PGF;ANGPT2;ANGPT1;FGF2;SCG2;S1PR1;VEGFB;FGF7;PLXNB3;KDR;HGF;PDGFB;CDH13;WNT5A;VEGFC;SEMA5A;CXCL12	geneontology_Biological_Process
685	GO:0051209	release of sequestered calcium ion into cytosol	http://amigo.geneontology.org/amigo/term/GO:0051209	93	27	12.3297190734352	2.18983091497782	4.66410070534273e-05	0.00047610377217059	25;187;287;477;623;775;845;1756;2149;2247;2946;3356;3357;3708;5144;5311;5350;5566;6262;6546;6622;7040;7070;7220;9002;22821;57158	F2RL3;ITPR1;ATP1A2;GSTM2;JPH2;FGF2;BDKRB1;PRKACA;ABL1;TGFB1;F2R;DMD;CASQ2;PDE4D;THY1;SLC8A1;RYR2;SNCA;ANK2;HTR2A;PKD2;APLNR;TRPC1;CACNA1C;PLN;RASA3;HTR2B	geneontology_Biological_Process
686	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	http://amigo.geneontology.org/amigo/term/GO:1903844	93	27	12.3297190734352	2.18983091497782	4.66410070534273e-05	0.00047610377217059	857;858;1028;1601;2022;2200;4052;4092;5654;6935;7040;7041;7043;7046;7048;7049;7057;8425;8516;10370;11117;23089;27122;56937;65997;93649;114990	TGFB1I1;LTBP1;TGFBR1;PMEPA1;FBN1;CDKN1C;RASL11B;HTRA1;TGFB1;DKK3;EMILIN1;SMAD7;PEG10;ZEB1;DAB2;THBS1;MYOCD;TGFBR2;CAV2;ENG;CAV1;TGFB3;LTBP4;ITGA8;TGFBR3;CITED2;VASN	geneontology_Biological_Process
687	GO:1990138	neuron projection extension	http://amigo.geneontology.org/amigo/term/GO:1990138	129	34	17.1025135534746	1.98801187285669	4.7922993268168e-05	0.000487698716720464	25;1808;2335;3611;3897;3913;4131;4133;4692;5802;6387;6586;6722;7414;7474;8482;8828;8829;8936;9037;9353;9423;9706;9723;10371;10439;10512;23499;54413;54910;57142;57556;80031;91584	NLGN3;SEMA3A;NDN;SRF;NRP1;PLXNA4;LAMB2;L1CAM;SEMA4C;FN1;NTN1;MAP2;SEMA3E;SEMA6D;MACF1;ABL1;SEMA6A;MAP1B;ILK;SLIT2;NRP2;SEMA3C;DPYSL2;SEMA7A;RTN4;VCL;OLFM1;ULK2;WNT5A;PTPRS;SEMA5A;CXCL12;WASF1;SLIT3	geneontology_Biological_Process
688	GO:0007413	axonal fasciculation	http://amigo.geneontology.org/amigo/term/GO:0007413	19	10	2.51897486446525	3.9698689101937	4.80210685689375e-05	0.000487698716720464	1268;2042;2043;4685;4692;8829;9037;10371;57142;152330	EPHA3;SEMA3A;NDN;NRP1;EPHA4;CNR1;RTN4;NCAM2;SEMA5A;CNTN4	geneontology_Biological_Process
689	GO:0106030	neuron projection fasciculation	http://amigo.geneontology.org/amigo/term/GO:0106030	19	10	2.51897486446525	3.9698689101937	4.80210685689375e-05	0.000487698716720464	1268;2042;2043;4685;4692;8829;9037;10371;57142;152330	EPHA3;SEMA3A;NDN;NRP1;EPHA4;CNR1;RTN4;NCAM2;SEMA5A;CNTN4	geneontology_Biological_Process
690	GO:0050818	regulation of coagulation	http://amigo.geneontology.org/amigo/term/GO:0050818	69	22	9.14785608674224	2.40493507892894	4.88421377038417e-05	0.000495198120340812	308;710;857;947;948;2149;2191;4846;5054;5155;5156;5270;5327;5328;5592;5627;6403;6915;7056;7057;10630;114897	SERPING1;PLAT;NOS3;CD34;PDGFRA;CD36;F2R;FAP;SERPINE1;PDGFB;THBS1;PRKG1;THBD;CAV1;PROS1;ANXA5;C1QTNF1;PLAU;TBXA2R;PDPN;SERPINE2;SELP	geneontology_Biological_Process
691	GO:0019934	cGMP-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0019934	30	13	3.97732873336619	3.26852540272615	4.93063107633862e-05	0.000499059821105085	358;948;1910;3357;4881;4882;5138;5139;5152;5577;5592;7057;10846	PRKAR2B;NPR2;PDE3A;AQP1;EDNRB;CD36;NPR1;PDE9A;THBS1;PDE10A;PRKG1;PDE2A;HTR2B	geneontology_Biological_Process
692	GO:0045668	negative regulation of osteoblast differentiation	http://amigo.geneontology.org/amigo/term/GO:0045668	34	14	4.50763923114835	3.10583861797507	5.04952777238277e-05	0.000508984890838526	3199;3399;3488;5727;6422;7291;8646;9241;9464;9759;26585;57045;63923;117581	HDAC4;PTCH1;CHRD;TWSG1;GREM1;IGFBP5;ID3;HAND2;HOXA2;NOG;TWIST1;SFRP1;TWIST2;TNN	geneontology_Biological_Process
693	GO:0030517	negative regulation of axon extension	http://amigo.geneontology.org/amigo/term/GO:0030517	34	14	4.50763923114835	3.10583861797507	5.04952777238277e-05	0.000508984890838526	4133;5802;7474;8482;8829;9037;9423;9723;10371;10512;54910;57142;57556;80031	SEMA3A;NRP1;SEMA4C;NTN1;MAP2;SEMA3E;SEMA6D;SEMA6A;SEMA3C;SEMA7A;RTN4;WNT5A;PTPRS;SEMA5A	geneontology_Biological_Process
694	GO:0051056	regulation of small GTPase mediated signal transduction	http://amigo.geneontology.org/amigo/term/GO:0051056	275	60	36.4588467225234	1.64569111186212	5.05417239734518e-05	0.000508984890838526	2;19;25;388;395;408;604;1123;1281;1902;2149;2151;2245;2255;3479;3707;4649;4653;4803;5159;5662;5924;5962;6091;7042;7077;8829;9002;9265;9353;9411;9639;9754;9828;9886;10252;10395;10982;22821;22899;23229;23433;25959;50649;50937;51306;54922;57381;57514;57569;57636;58504;64857;79658;80243;83478;84144;85360;90627;171177	ABCA1;F2RL2;FGF10;CDON;F2RL3;MYOC;ARHGAP31;ARHGAP22;LPAR1;NRP1;ARHGAP6;RASGRF2;TIMP2;IGF1;RHOBTB1;ARHGEF4;RASIP1;MAPRE2;RHOJ;ARHGAP29;RHOQ;ARHGEF15;SYDE2;NGF;ABL1;ARRB1;COL3A1;KANK2;MYO9A;RDX;PSD;PDGFRB;PLEKHG2;F2R;ARHGEF9;PREX2;DLC1;RHOV;FGD1;STARD13;SLIT2;TGFB2;CHN1;SPRY1;ARHGAP23;ARHGEF17;A2M;CYTH3;ARHGAP24;ARHGAP10;ARHGAP20;BCL6;FAM13B;RHOB;ITPKB;ARHGEF10;RASA3;ROBO1;SYDE1;STARD8	geneontology_Biological_Process
695	GO:0051897	positive regulation of protein kinase B signaling	http://amigo.geneontology.org/amigo/term/GO:0051897	140	36	18.5608674223756	1.93956452469464	5.12668781311731e-05	0.000515421365372466	284;558;685;2022;2247;2252;2255;2260;2549;2621;3082;3092;3481;3488;3611;3667;3815;4653;5155;5156;5159;5979;7010;7040;7046;7057;7295;9037;9365;10268;23551;50507;56917;57142;65018;114897	FGF10;RASD2;MEIS3;MYOC;AXL;TGFBR1;ANGPT1;FGF2;BTC;IGF2;KIT;TGFB1;FGF7;PDGFRA;ILK;PDGFRB;HGF;PDGFB;THBS1;GAS6;FGFR1;IGFBP5;GAB1;PINK1;IRS1;KL;RAMP3;RET;ENG;HIP1;RTN4;TXN;TEK;C1QTNF1;SEMA5A;NOX4	geneontology_Biological_Process
696	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0060393	51	18	6.76145884672252	2.66214738683578	5.2376002702248e-05	0.000525690130974656	90;94;654;657;1601;2022;3624;4092;7040;7042;7043;7046;9241;11030;11117;26585;56937;57045	TGFBR1;PMEPA1;RBPMS;TGFB1;ACVRL1;EMILIN1;SMAD7;DAB2;TWSG1;GREM1;TGFB2;INHBA;ENG;ACVR1;TGFB3;BMPR1A;BMP6;NOG	geneontology_Biological_Process
697	GO:0042063	gliogenesis	http://amigo.geneontology.org/amigo/term/GO:0042063	229	52	30.3602759980286	1.71276440317527	5.28118973267544e-05	0.000529178743782462	25;116;706;1000;1191;1464;1902;1959;2043;2255;2596;2737;2817;2934;3400;3569;3572;3611;3908;3912;3913;4035;4147;4323;4653;4692;4781;4915;4919;4920;5028;5270;5764;6608;6692;7040;7042;7223;7431;8506;9241;9639;10810;10893;11221;28514;51176;53616;54413;57142;57165;90865	GLI3;NLGN3;CSPG4;FGF10;LRP1;MYOC;LPAR1;NDN;ADAM22;LAMB2;MATN2;NFIB;EPHA4;MMP14;EGR2;GPC1;PTN;ABL1;VIM;TGFB1;ILK;GAP43;GSN;TRPC4;DLL1;LAMA2;SMO;IL33;ID4;WASF3;TGFB2;CNTNAP1;ROR1;NTRK2;P2RY1;LAMB1;RTN4;CDH2;LEF1;IL6ST;NOG;ARHGEF10;TSPO;CLU;ADCYAP1;ROR2;SERPINE2;DUSP10;GJC2;IL6;MMP24;SPINT1	geneontology_Biological_Process
698	GO:0048732	gland development	http://amigo.geneontology.org/amigo/term/GO:0048732	365	75	48.390832922622	1.54988032795233	5.31526097786728e-05	0.000531703568937909	25;116;367;657;706;857;1028;1036;1051;1999;2252;2255;2260;2624;2735;2736;2737;3082;3200;3202;3371;3400;3481;3488;3670;3725;4478;4781;4830;4855;5021;5066;5087;5156;5176;5270;5310;5311;5727;5764;5915;6091;6356;6422;6608;6722;6777;6943;6997;7040;7042;7043;7046;7048;7049;7068;7472;7474;8829;8835;9241;9423;9464;10272;10370;10371;10512;23129;27122;51176;55679;57045;57142;59277;84159	GLI3;FGF10;PBX1;CDO1;RARB;SERPINF1;SEMA3A;CCL11;SRF;NRP1;TGFBR1;TCF21;PLXND1;PTCH1;GLI2;ARID5B;NFIB;CDKN1C;PTN;ISL1;WNT2;IGF2;NTN1;NTN4;NME1;LIMS2;ABL1;TGFB1;DKK3;ELF3;FGF7;PDGFRA;TDGF1;MSN;HGF;FSTL3;STAT5B;TWSG1;TNC;SMO;JUN;GLI1;ID4;SEMA3C;FGFR1;IGFBP5;TGFB2;TGFBR2;NOTCH4;HOXA3;THRB;PKD2;AR;CEBPB;CAV1;PKD1;HOXA5;RTN4;TGFB3;TGFBR3;SOCS2;WNT5A;BMPR1A;LEF1;GATA2;HAND2;PAM;NOG;TSPO;SFRP1;ADCYAP1;SERPINE2;ROBO1;OXTR;CITED2	geneontology_Biological_Process
