Tag	logFC	AveExpr	t	P.Value	adj.P.Val	B
PSPH	0.892	3.912	6.094	0	0	10.551
PCSK9	1.864	3.199	6.094	0	0	10.55
SP110	0.697	2.256	6.093	0	0	10.545
ALG11	0.612	1.946	6.093	0	0	10.545
TIMM44	0.59	4.011	6.093	0	0	10.544
METTL7A	-1.235	5.162	-6.093	0	0	10.542
ACTL10	0.802	2.403	6.093	0	0	10.542
XAF1	1.104	2.811	6.092	0	0	10.538
GSDMD	0.751	4.766	6.092	0	0	10.537
TTC39C	0.744	2.767	6.091	0	0	10.535
ZBTB34	0.666	2.731	6.091	0	0	10.535
NRARP	1.181	6.15	6.091	0	0	10.533
DAG1	0.957	6.632	6.09	0	0	10.53
VPS50	0.807	2.933	6.09	0	0	10.527
DNAJC21	0.611	4.008	6.09	0	0	10.525
AIFM2	0.801	3.763	6.09	0	0	10.525
CHMP4C	1.191	4.981	6.089	0	0	10.52
GPALPP1	0.592	2.665	6.088	0	0	10.515
BRPF1	0.639	3.868	6.088	0	0	10.515
ZNF777	0.678	4.462	6.088	0	0	10.514
DUSP26	-0.899	0.954	-6.087	0	0	10.513
PIK3R4	0.702	4.083	6.087	0	0	10.512
AGAP4	0.653	1.568	6.087	0	0	10.511
FOXC1	1.468	3.963	6.087	0	0	10.509
ERO1A	1.036	5.794	6.086	0	0	10.508
KLHL35	0.99	1.421	6.086	0	0	10.508
IFIH1	0.959	4.216	6.086	0	0	10.506
RABEP2	0.615	3.74	6.086	0	0	10.503
CREB3L1	1.753	6.966	6.085	0	0	10.502
KCTD8	-0.66	0.347	-6.085	0	0	10.5
LY6H	-0.817	0.884	-6.085	0	0	10.498
HSBP1L1	0.836	4.111	6.084	0	0	10.495
CNTFR	-1.795	1.742	-6.084	0	0	10.495
ZNF354B	0.667	2.366	6.084	0	0	10.494
CATSPER2	0.621	1.139	6.084	0	0	10.492
GCLM	0.709	3.867	6.083	0	0	10.49
UGT8	1.541	4.13	6.083	0	0	10.488
C20orf96	0.765	3.753	6.083	0	0	10.487
TVP23B	0.679	3.594	6.081	0	0	10.476
EXT2	0.672	4.984	6.08	0	0	10.471
TIGD5	0.767	3.089	6.08	0	0	10.47
ZNF8	0.756	2.569	6.079	0	0	10.468
CANT1	0.936	6.277	6.078	0	0	10.46
ECPAS	0.718	5.257	6.077	0	0	10.457
L2HGDH	0.63	2.607	6.073	0	0	10.433
CD36	-1.211	2.144	-6.072	0	0	10.43
PLAGL2	1.104	4.931	6.072	0	0	10.428
PLCXD3	-0.921	0.667	-6.069	0	0	10.413
TMEM147	0.687	6.355	6.069	0	0	10.413
GATAD2B	0.681	4.391	6.069	0	0	10.411
MANF	0.718	6.137	6.068	0	0	10.408
MAP4K5	0.654	3.822	6.068	0	0	10.407
CNIH1	0.605	5.6	6.067	0	0	10.398
ZNF100	0.664	2.243	6.065	0	0	10.39
RERGL	-1.109	1.194	-6.065	0	0	10.389
YIF1A	0.623	6.433	6.064	0	0	10.386
TFAP2A	1.423	2.743	6.063	0	0	10.38
CDC40	0.658	3.521	6.06	0	0	10.363
DFFA	0.639	4.75	6.06	0	0	10.362
TMEM158	1.237	4.237	6.06	0	0	10.361
MAP2K1	0.6	5.102	6.059	0	0	10.359
POU5F1	1.068	1.914	6.059	0	0	10.356
ACTR8	0.63	3.578	6.059	0	0	10.355
TCEAL2	-1.904	1.698	-6.056	0	0	10.34
COPS8	0.604	4.777	6.055	0	0	10.335
TP53BP1	0.783	3.051	6.053	0	0	10.323
PCNT	0.756	3.41	6.052	0	0	10.316
COL4A2	1.253	7.241	6.052	0	0	10.315
CTSL	1.103	6.123	6.051	0	0	10.315
JRK	0.732	2.633	6.051	0	0	10.313
NSMAF	0.682	3.917	6.051	0	0	10.312
ACOT7	0.867	5.159	6.05	0	0	10.309
UBASH3B	0.915	2.126	6.049	0	0	10.302
YTHDF3	0.673	5.44	6.048	0	0	10.298
SCCPDH	0.836	5.376	6.048	0	0	10.297
PLEKHG5	0.99	3.432	6.048	0	0	10.295
NABP1	0.737	2.143	6.048	0	0	10.294
TGFBRAP1	0.649	4.454	6.047	0	0	10.289
DCPS	0.671	3.852	6.046	0	0	10.285
KIAA0895L	0.635	2.744	6.045	0	0	10.28
MGAT5	0.935	4.918	6.044	0	0	10.276
ABCA8	-1.306	1.444	-6.044	0	0	10.273
FARP1	0.9	2.706	6.043	0	0	10.267
ARHGEF16	1.145	4.293	6.043	0	0	10.267
LRRC4	-0.848	1.372	-6.042	0	0	10.265
CYP4B1	-1.19	0.937	-6.04	0	0	10.251
GSE1	0.764	4.534	6.039	0	0	10.246
BUD31	0.647	5.567	6.038	0	0	10.241
RDH13	0.659	3.085	6.038	0	0	10.238
RAB5IF	0.788	5.804	6.037	0	0	10.236
TRIQK	0.774	3.735	6.037	0	0	10.233
EIF4G1	0.841	7.035	6.036	0	0	10.233
ATG5	0.658	4.73	6.035	0	0	10.223
SLC27A2	1.403	3.491	6.034	0	0	10.221
CDK11A	0.602	2.417	6.034	0	0	10.218
SCUBE1	-1.037	1.294	-6.033	0	0	10.216
ITGB1	1.002	7.213	6.031	0	0	10.2
ATRX	0.734	4.309	6.03	0	0	10.197
GET4	0.597	2.108	6.027	0	0	10.183
PKP3	1.331	6.419	6.027	0	0	10.18
NPC2	0.619	7.002	6.026	0	0	10.178
TRIP12	0.696	5.167	6.026	0	0	10.174
GOLPH3	0.605	7.076	6.023	0	0	10.162
HIST1H2BO	1.131	1.733	6.023	0	0	10.161
KCNJ16	-0.996	0.596	-6.023	0	0	10.16
APOBR	1.007	2.969	6.023	0	0	10.16
ZNF322	0.659	2.185	6.022	0	0	10.156
RBPMS2	-1.974	3.55	-6.021	0	0	10.149
IL11	1.637	1.843	6.021	0	0	10.148
KIAA1958	0.765	2.169	6.021	0	0	10.145
MAP11	0.729	4.318	6.018	0	0	10.13
TAX1BP1	0.631	5.419	6.018	0	0	10.13
NT5DC2	0.943	5.141	6.017	0	0	10.126
NRP1	0.987	4.092	6.017	0	0	10.124
RGS2	-1.357	5.446	-6.015	0	0	10.115
ZNF780B	0.675	2.408	6.015	0	0	10.113
SLC25A15	0.911	3.594	6.014	0	0	10.112
SEC16A	0.82	5.798	6.011	0	0	10.096
CTLA4	1.188	2.106	6.01	0	0	10.087
PIM3	0.881	6.848	6.009	0	0	10.083
P4HTM	0.613	3.529	6.008	0	0	10.079
TMEM106B	0.744	4.265	6.007	0	0	10.074
QRSL1	0.869	3.648	6.007	0	0	10.069
ARRB2	0.681	4.769	6.005	0	0	10.062
CCDC24	0.841	2.948	6.005	0	0	10.061
XRN1	0.824	3.663	6.003	0	0	10.05
ZNF292	0.805	3.567	6.003	0	0	10.05
DNAJC11	0.746	4.103	6.002	0	0	10.043
HELZ	0.67	3.675	6.001	0	0	10.04
TAGLN3	-0.802	0.463	-6	0	0	10.035
WARS	1.375	6.411	6	0	0	10.032
RELL2	0.833	1.708	5.999	0	0	10.029
PPP2R3B	0.624	1.984	5.998	0	0	10.023
ZNF619	0.604	2.27	5.998	0	0	10.023
KPTN	0.746	3.05	5.998	0	0	10.02
KPNA4	0.675	5.109	5.996	0	0	10.009
IMPA1	0.78	4.347	5.994	0	0	9.998
CAMSAP2	0.79	3.942	5.993	0	0	9.997
VPS13C	0.818	3.758	5.992	0	0	9.99
MRPL24	0.595	6.194	5.99	0	0	9.976
GZF1	0.662	3.381	5.987	0	0	9.962
YWHAH	0.633	7.557	5.986	0	0	9.957
ACP5	1.187	5.391	5.984	0	0	9.949
HBA2	-1.752	4.472	-5.984	0	0	9.946
SLC44A3	1.011	4.454	5.983	0	0	9.942
SIX4	0.999	1.611	5.983	0	0	9.941
TP53I13	0.721	4.298	5.983	0	0	9.939
CIDEC	-1.75	2.045	-5.982	0	0	9.937
PPP2R2A	0.712	4.375	5.982	0	0	9.936
NCBP3	0.611	3.212	5.982	0	0	9.933
CHD2	0.624	3.967	5.981	0	0	9.93
MRPS10	0.676	5.932	5.981	0	0	9.929
SLC16A3	1.146	4.36	5.98	0	0	9.926
INTS5	0.625	4.767	5.98	0	0	9.922
DOT1L	0.791	4.069	5.978	0	0	9.915
NOS3	0.957	3.231	5.977	0	0	9.907
FAXDC2	-1.282	2.57	-5.976	0	0	9.901
LCP2	1.088	3.59	5.975	0	0	9.898
TMOD1	-1.493	2.102	-5.974	0	0	9.893
ERLIN2	0.752	4.228	5.974	0	0	9.89
RFC1	0.659	4.194	5.973	0	0	9.889
LARGE2	1.735	3.954	5.971	0	0	9.876
CARTPT	-1.813	1.051	-5.971	0	0	9.874
SCO2	0.708	4.452	5.97	0	0	9.873
CLDN17	-0.622	0.124	-5.97	0	0	9.868
ASCL2	2.304	4.267	5.966	0	0	9.846
GOLIM4	0.914	5.656	5.965	0	0	9.841
DDX42	0.587	4.96	5.964	0	0	9.838
TTI2	0.588	2.8	5.964	0	0	9.837
FCER1A	-1.416	1.656	-5.963	0	0	9.83
PET117	0.625	3.559	5.963	0	0	9.829
WDR11	0.692	3.764	5.961	0	0	9.822
HMGA2	1.371	1.44	5.96	0	0	9.814
NDRG2	-0.992	3.999	-5.959	0	0	9.809
RPL30	0.592	8.162	5.958	0	0	9.807
SLC28A3	1.412	2.182	5.958	0	0	9.807
DTX2	0.925	4.644	5.957	0	0	9.8
ATG2A	0.77	4.401	5.952	0	0	9.772
CDC42SE2	0.77	4.885	5.951	0	0	9.765
TMEM184B	0.712	5.934	5.949	0	0	9.758
SOCS7	0.765	3.096	5.949	0	0	9.757
ZNF266	0.743	3.562	5.949	0	0	9.754
ZNF432	0.715	2.623	5.945	0	0	9.734
GPS1	0.623	5.189	5.945	0	0	9.733
ZNF668	0.607	2.286	5.944	0	0	9.731
SPIDR	0.601	4.05	5.944	0	0	9.727
BCLAF3	0.591	2.254	5.943	0	0	9.723
CHRDL1	-1.983	2.331	-5.942	0	0	9.716
ATOH8	-0.963	1.395	-5.941	0	0	9.715
CUL1	0.612	5.557	5.941	0	0	9.714
ZBED5	0.626	3.336	5.941	0	0	9.712
TNKS	0.854	3.403	5.94	0	0	9.709
PDZD4	-1.267	1.424	-5.938	0	0	9.699
FLOT1	0.591	6.674	5.938	0	0	9.698
NAB1	0.817	5.039	5.937	0	0	9.691
DOCK7	0.712	3.435	5.937	0	0	9.689
CLUH	0.856	5.829	5.935	0	0	9.678
RPS19	0.7	8.393	5.934	0	0	9.676
TTC19	0.675	4.251	5.934	0	0	9.673
EMSY	0.596	2.846	5.933	0	0	9.672
S100A11	1.023	11.199	5.933	0	0	9.669
LMNTD2	0.801	2.022	5.932	0	0	9.667
TYSND1	0.769	3.577	5.932	0	0	9.664
MTMR1	0.707	3.842	5.93	0	0	9.651
PLXNB1	0.968	4.812	5.928	0	0	9.641
BTBD16	1.03	1.208	5.927	0	0	9.639
GAPVD1	0.673	3.606	5.925	0	0	9.626
CASP6	0.796	4.838	5.925	0	0	9.624
KDSR	0.669	4.3	5.922	0	0	9.609
GRN	0.782	8.557	5.921	0	0	9.605
GGA3	0.616	4.286	5.919	0	0	9.593
AMH	1.444	1.772	5.919	0	0	9.593
GRB10	0.89	3.592	5.918	0	0	9.588
USP37	0.684	2.194	5.917	0	0	9.586
SPATS2L	0.682	5.171	5.917	0	0	9.585
ZNF180	0.622	2.504	5.917	0	0	9.584
KLF4	-1.247	5.924	-5.917	0	0	9.582
LMOD1	-2.323	4.555	-5.916	0	0	9.578
CATSPERB	1.037	1.345	5.915	0	0	9.572
MAN1A2	0.594	4.471	5.914	0	0	9.569
LDHA	0.812	8.281	5.914	0	0	9.567
TAOK2	0.645	4.423	5.913	0	0	9.564
RPL22L1	1.31	5.462	5.913	0	0	9.564
TAFA5	1.24	2.348	5.913	0	0	9.562
GTF2E2	0.654	4.921	5.912	0	0	9.555
CTSH	1.086	6.182	5.911	0	0	9.549
FUT10	0.676	2.465	5.91	0	0	9.548
SLC7A7	1.106	4.089	5.909	0	0	9.541
YLPM1	0.624	3.76	5.909	0	0	9.541
B4GALT2	0.629	5.216	5.908	0	0	9.537
KANSL1	0.691	3.795	5.908	0	0	9.534
UBE2E3	0.605	5.5	5.907	0	0	9.531
SKAP1	1.05	2.908	5.906	0	0	9.524
ZNF551	0.774	2.546	5.905	0	0	9.519
MRPS34	0.622	7.221	5.902	0	0	9.501
CUL4B	0.702	4.714	5.902	0	0	9.501
LGALS9	1.1	5.651	5.901	0	0	9.495
FCHSD1	0.614	2.68	5.9	0	0	9.493
LEMD3	0.727	4.022	5.899	0	0	9.484
GPRIN1	1.174	2.665	5.897	0	0	9.477
TUBB4B	0.735	8.723	5.895	0	0	9.466
TMEM106C	0.755	5.827	5.894	0	0	9.461
MTMR11	1.216	4.722	5.894	0	0	9.459
ZC3H7A	0.615	3.979	5.89	0	0	9.438
UHRF2	0.732	3.174	5.89	0	0	9.437
ACAP2	0.688	4.166	5.889	0	0	9.435
CARHSP1	0.669	4.616	5.889	0	0	9.434
FLT1	0.894	3.35	5.888	0	0	9.429
CHIA	-1.055	0.236	-5.888	0	0	9.425
PEX1	0.913	3.32	5.887	0	0	9.423
RNF111	0.66	3.698	5.887	0	0	9.422
RNGTT	0.667	3.564	5.887	0	0	9.419
TMEM176B	1.223	7.485	5.886	0	0	9.415
CCNL1	0.778	4.617	5.886	0	0	9.414
MTMR4	0.747	3.972	5.884	0	0	9.407
SIGLEC11	-0.612	0.624	-5.883	0	0	9.4
L3MBTL3	0.724	2.444	5.883	0	0	9.398
MGAM2	2.097	3.518	5.882	0	0	9.397
UBP1	0.641	4.428	5.881	0	0	9.391
PML	0.788	4.84	5.88	0	0	9.386
FBXO46	0.667	4.615	5.88	0	0	9.382
TRMT12	0.763	3.508	5.88	0	0	9.382
NEGR1	-1.224	1.604	-5.879	0	0	9.381
PIK3C2B	0.742	4.527	5.879	0	0	9.378
POLR3B	0.651	3.071	5.877	0	0	9.366
DGKZ	0.7	4.799	5.874	0	0	9.354
KCNA1	-0.813	0.341	-5.874	0	0	9.354
PHYHD1	-1.229	2.335	-5.874	0	0	9.351
FBXW8	0.626	3.538	5.874	0	0	9.35
ADAMTSL2	1.115	2.638	5.872	0	0	9.342
MYH11	-3.002	5.865	-5.867	0	0	9.316
N4BP2L2	0.675	3.538	5.867	0	0	9.315
SCAF1	0.732	6.063	5.867	0	0	9.312
NSD1	0.743	4.148	5.865	0	0	9.301
CMTR2	0.65	3.434	5.864	0	0	9.296
GBA	0.73	5.308	5.862	0	0	9.29
CADPS2	0.916	3.791	5.861	0	0	9.285
URI1	0.962	5.311	5.861	0	0	9.283
FBXW9	0.638	3.366	5.861	0	0	9.28
SEC63	0.642	4.821	5.859	0	0	9.272
OTUD3	0.807	2.536	5.859	0	0	9.272
AGT	1.81	4.927	5.859	0	0	9.27
TNXB	-1.619	2.682	-5.858	0	0	9.264
NSMCE4A	0.652	4.811	5.855	0	0	9.251
TSC1	0.662	3.431	5.855	0	0	9.251
MARCH1	0.803	1.922	5.854	0	0	9.245
PGK1	0.763	7.253	5.853	0	0	9.238
VCP	0.662	7.19	5.852	0	0	9.232
POLR3G	0.878	1.906	5.851	0	0	9.231
SRRM2	0.77	7.428	5.851	0	0	9.229
NHLRC2	0.705	3.725	5.847	0	0	9.209
CCL15	1.547	2.685	5.846	0	0	9.204
ACKR1	-1.938	3.799	-5.845	0	0	9.198
KCNMB1	-1.705	2.731	-5.844	0	0	9.189
IGFLR1	0.657	1.64	5.842	0	0	9.181
PLCG1	0.867	4.271	5.841	0	0	9.173
ADK	0.736	4.56	5.839	0	0	9.162
PHOSPHO2	0.634	2.47	5.838	0	0	9.16
TUBB3	0.779	1.002	5.838	0	0	9.157
GOLGA8A	1.225	2.929	5.837	0	0	9.154
APOO	0.71	4.769	5.837	0	0	9.152
CNN2	0.84	6.521	5.836	0	0	9.148
NPEPL1	0.627	2.365	5.834	0	0	9.14
KRT17	2.935	4.55	5.834	0	0	9.14
SHC1	0.629	6.093	5.833	0	0	9.135
ACVR1B	0.849	5.095	5.833	0	0	9.13
SH2D4A	1.046	4.512	5.831	0	0	9.125
DNAJC13	0.714	4.269	5.829	0	0	9.113
TSPAN8	2.121	8.115	5.827	0	0	9.102
C9orf116	0.842	2.064	5.827	0	0	9.101
KRT7	2.605	4.925	5.827	0	0	9.1
DOK1	0.686	3.428	5.826	0	0	9.098
ZCCHC3	0.704	4.533	5.826	0	0	9.097
RPS6KA1	0.962	5.047	5.822	0	0	9.075
STXBP2	0.766	4.4	5.821	0	0	9.069
APOL4	1.08	2.933	5.821	0	0	9.067
PDIA6	0.841	6.69	5.82	0	0	9.065
TCF7	1.045	3.298	5.819	0	0	9.061
AGO1	0.7	3.614	5.819	0	0	9.058
CLEC16A	0.638	3.276	5.818	0	0	9.052
MAD2L1BP	0.68	4.865	5.817	0	0	9.049
SYNPO2L	-0.64	0.336	-5.816	0	0	9.042
GRTP1	0.886	4.267	5.815	0	0	9.039
ETNPPL	-0.619	0.321	-5.815	0	0	9.038
PLN	-2.207	3.654	-5.814	0	0	9.029
ANXA2	0.956	7.878	5.813	0	0	9.025
ZNF260	0.791	3.284	5.812	0	0	9.019
PEAK1	0.795	3.115	5.812	0	0	9.019
TJAP1	0.68	3.746	5.811	0	0	9.017
NOD1	0.711	2.648	5.81	0	0	9.011
HLA-B	1.023	9.917	5.809	0	0	9.006
DGKG	-0.881	1.075	-5.808	0	0	9.001
ENHO	-0.874	1.044	-5.808	0	0	9
SKIV2L	0.661	4.437	5.807	0	0	8.996
FADD	0.768	4.341	5.806	0	0	8.991
MST1R	1.327	4.802	5.806	0	0	8.99
RBM20	-0.597	0.389	-5.806	0	0	8.989
TRIM25	0.76	4.753	5.805	0	0	8.982
ASB5	-1.379	0.854	-5.803	0	0	8.976
RABL6	0.621	4.692	5.803	0	0	8.972
MYRIP	-0.938	1.275	-5.803	0	0	8.971
S100A3	1.03	2.289	5.802	0	0	8.966
CYP3A4	-1.697	1.091	-5.802	0	0	8.966
SLC39A11	0.84	4.111	5.801	0	0	8.965
SYVN1	0.594	5.923	5.801	0	0	8.964
PLS1	1.362	5.949	5.801	0	0	8.961
NTN1	-1.593	3.263	-5.799	0	0	8.952
CRYGS	0.602	1.341	5.799	0	0	8.951
GHRL	-1.641	1.736	-5.798	0	0	8.948
SS18	0.634	4.72	5.797	0	0	8.939
HMG20A	0.683	3.263	5.794	0	0	8.927
HEATR6	0.678	3.317	5.792	0	0	8.914
HK3	0.963	1.721	5.792	0	0	8.914
ADAMDEC1	1.57	3.292	5.792	0	0	8.913
FOXJ3	0.65	4.49	5.791	0	0	8.91
MAPK4	-1.131	0.845	-5.791	0	0	8.908
LGR5	1.87	2.752	5.79	0	0	8.905
SMG8	0.641	3.375	5.79	0	0	8.904
NIPAL4	-1.105	0.944	-5.789	0	0	8.9
TBC1D16	0.905	4.137	5.789	0	0	8.9
PTPRU	1.531	3.836	5.789	0	0	8.897
SPIRE2	0.989	3.124	5.785	0	0	8.876
IGSF8	0.832	5.475	5.784	0	0	8.871
NACA2	0.649	2.483	5.781	0	0	8.855
CHKA	0.949	4.32	5.779	0	0	8.843
ZRSR2	0.595	3.965	5.778	0	0	8.841
SOX15	-1.412	2.082	-5.778	0	0	8.839
FANCE	0.744	3.175	5.776	0	0	8.828
PAIP2B	-0.909	1.734	-5.775	0	0	8.827
HDHD5	0.714	3.96	5.775	0	0	8.825
SLC25A44	0.602	4.102	5.774	0	0	8.818
ELFN1	0.809	2.029	5.773	0	0	8.816
M6PR	0.795	5.199	5.773	0	0	8.815
MRPL45	0.613	5.766	5.773	0	0	8.815
SCYL2	0.633	4.66	5.773	0	0	8.813
TMEM30A	0.688	6.17	5.772	0	0	8.811
MADD	0.7	4.39	5.772	0	0	8.81
ASAH1	0.71	6.29	5.769	0	0	8.795
TRAM2	0.849	4.602	5.769	0	0	8.795
GHDC	0.703	4.498	5.768	0	0	8.786
PAK1	0.651	5.167	5.768	0	0	8.786
CTTNBP2NL	0.72	4.039	5.766	0	0	8.779
ADGRA3	0.796	3.305	5.766	0	0	8.775
APLNR	1.316	4.477	5.765	0	0	8.775
MAMDC4	0.953	2.271	5.765	0	0	8.774
PURB	0.659	4.596	5.764	0	0	8.768
SOX21	-1.998	1.916	-5.764	0	0	8.767
SMAGP	0.945	5.093	5.761	0	0	8.753
SIN3A	0.606	4.097	5.76	0	0	8.748
KLHL18	0.604	3.168	5.759	0	0	8.74
NKAPL	-0.6	0.648	-5.759	0	0	8.738
ATP5F1E	0.606	6.578	5.757	0	0	8.73
CCDC200	0.615	1.296	5.754	0	0	8.716
ACTN2	-1.16	0.687	-5.752	0	0	8.701
CD83	0.963	3.55	5.751	0	0	8.7
CLDN2	2.528	4.285	5.75	0	0	8.691
VPS36	0.616	4.862	5.749	0	0	8.686
CNNM4	0.994	4.724	5.748	0	0	8.683
RO60	0.608	3.62	5.748	0	0	8.683
PRELID3A	0.695	1.575	5.747	0	0	8.678
ELP2	0.606	3.376	5.747	0	0	8.675
PLA1A	1.322	2.867	5.746	0	0	8.672
NDUFAF8	0.631	5.001	5.746	0	0	8.669
DMBX1	1.041	1.012	5.745	0	0	8.669
PLD6	0.722	2.342	5.745	0	0	8.665
SOX12	1.076	4.162	5.745	0	0	8.665
ZNF384	0.625	4.271	5.745	0	0	8.665
PITPNM1	0.936	4.937	5.745	0	0	8.664
ETNK1	0.913	4.884	5.744	0	0	8.664
NSD3	0.643	3.934	5.744	0	0	8.659
ATP11C	0.767	3.123	5.743	0	0	8.659
PPIF	0.769	6.525	5.743	0	0	8.655
ZNF544	0.854	3.053	5.742	0	0	8.651
TBL3	0.638	3.993	5.742	0	0	8.648
TNFSF13B	1.128	3.632	5.74	0	0	8.642
ATP1A1	0.908	8.094	5.74	0	0	8.639
PRR22	0.757	1.608	5.74	0	0	8.639
BTN3A1	0.905	4.411	5.74	0	0	8.638
NPIPB5	0.606	1.502	5.736	0	0	8.619
GPX2	1.739	8.957	5.736	0	0	8.617
HES4	1.154	5.172	5.735	0	0	8.613
TMEM263	0.655	4.73	5.735	0	0	8.613
CACNB3	0.724	3.024	5.734	0	0	8.607
POF1B	1.456	5.565	5.733	0	0	8.602
LAP3	0.891	6.184	5.731	0	0	8.59
S100A5	0.815	1.439	5.73	0	0	8.587
EIF3E	0.663	6.852	5.729	0	0	8.585
CCL3L1	1.262	2.089	5.728	0	0	8.578
YJEFN3	0.649	1.263	5.728	0	0	8.576
APOL6	0.902	5.281	5.727	0	0	8.573
CDH6	0.738	1.6	5.723	0	0	8.549
MAZ	0.789	6.182	5.723	0	0	8.548
MAPK8IP3	0.8	3.647	5.721	0	0	8.542
NQO2	0.604	2.866	5.721	0	0	8.54
AIFM1	0.665	5.238	5.721	0	0	8.539
ZDHHC7	0.714	5.5	5.721	0	0	8.538
GEMIN4	0.747	3.928	5.719	0	0	8.529
RARRES1	1.668	4.581	5.718	0	0	8.523
SRPX	-1.474	3.364	-5.718	0	0	8.523
STYXL1	0.703	4.787	5.717	0	0	8.52
DCSTAMP	0.609	0.612	5.717	0	0	8.517
ZNHIT2	0.625	4.35	5.717	0	0	8.517
BEND5	-0.971	1.337	-5.716	0	0	8.515
NOS1AP	0.594	1.753	5.716	0	0	8.514
DNER	-1.112	0.893	-5.716	0	0	8.513
NAALADL1	-1.053	1.837	-5.715	0	0	8.51
GGA2	0.631	4.302	5.715	0	0	8.51
CD164	0.697	7.333	5.715	0	0	8.51
KLHL23	0.978	3.857	5.714	0	0	8.504
RAP2B	0.811	4.827	5.713	0	0	8.496
NOTCH1	1.06	5.143	5.713	0	0	8.496
SREBF1	0.972	5.346	5.711	0	0	8.489
SPAG1	0.922	3.721	5.711	0	0	8.488
MAP3K8	0.907	3.621	5.711	0	0	8.486
RBBP9	0.689	4.573	5.708	0	0	8.472
CILP2	1.296	1.427	5.708	0	0	8.472
NPTX1	-1.47	1.095	-5.707	0	0	8.469
CCDC28B	0.623	2.341	5.707	0	0	8.467
SHFL	0.626	4.186	5.706	0	0	8.462
ADAM9	1.044	6.154	5.705	0	0	8.457
TBC1D9B	0.663	5.066	5.705	0	0	8.455
MANEAL	1.273	3.679	5.704	0	0	8.452
SNRPN	-1.14	3.398	-5.703	0	0	8.447
SUN1	0.708	4.739	5.703	0	0	8.445
PAK4	0.808	4.977	5.703	0	0	8.444
GPRIN3	1.139	2.759	5.703	0	0	8.444
RAB40B	0.885	3.667	5.702	0	0	8.439
AP5S1	0.59	3.29	5.702	0	0	8.438
PRR12	0.781	4.976	5.701	0	0	8.438
INPPL1	0.756	5.572	5.701	0	0	8.436
MAN2A2	0.815	4.092	5.701	0	0	8.435
CT83	2.436	2.519	5.7	0	0	8.43
KDR	0.937	3.624	5.697	0	0	8.416
SH3YL1	0.766	3.57	5.693	0	0	8.396
SFXN3	0.809	4.767	5.691	0	0	8.385
SIGMAR1	0.811	7.183	5.691	0	0	8.385
MAPKAPK2	0.592	6.271	5.69	0	0	8.38
EFS	-1.157	2.406	-5.688	0	0	8.369
AMD1	0.637	5.222	5.687	0	0	8.365
GBP5	1.559	2.828	5.686	0	0	8.36
RECQL	0.892	3.67	5.686	0	0	8.357
IBSP	1.14	1.064	5.685	0	0	8.353
SURF2	0.605	5.045	5.685	0	0	8.35
PDE12	0.593	3.898	5.685	0	0	8.35
PTH1R	-0.699	0.891	-5.683	0	0	8.344
AIDA	0.676	4.224	5.683	0	0	8.342
CCL4L2	1.391	3.137	5.682	0	0	8.338
CHM	0.634	3.207	5.682	0	0	8.336
CD86	1.06	2.966	5.681	0	0	8.329
JUP	1.396	8.627	5.678	0	0	8.316
PRKCG	1.411	1.628	5.678	0	0	8.314
RAB25	1.241	7.37	5.676	0	0	8.304
RPL39	0.802	7.956	5.675	0	0	8.301
TUBGCP5	0.604	2.693	5.673	0	0	8.291
TDRD5	1.05	1.237	5.672	0	0	8.286
ZDHHC20	0.749	5.992	5.671	0	0	8.281
SERINC2	1.292	7.476	5.671	0	0	8.28
SPDYE6	0.702	1.379	5.671	0	0	8.28
CORIN	0.674	0.808	5.671	0	0	8.28
CTSV	1.405	2.733	5.67	0	0	8.276
PGAP2	0.599	3.998	5.669	0	0	8.271
HLX	0.664	1.922	5.668	0	0	8.265
RPRD2	0.628	4.961	5.668	0	0	8.265
NDUFAF4	0.591	4.354	5.667	0	0	8.26
UBXN8	0.643	2.769	5.667	0	0	8.259
ARFGAP3	0.622	5.371	5.667	0	0	8.257
CXADR	1.166	4.701	5.667	0	0	8.257
OXTR	0.839	1.252	5.666	0	0	8.253
ABHD12	0.681	5.991	5.664	0	0	8.244
BCL9	0.738	4.224	5.664	0	0	8.243
RB1CC1	0.711	4.548	5.663	0	0	8.24
RNASE2	1.102	1.897	5.663	0	0	8.236
ASIP	0.631	1.091	5.661	0	0	8.229
HOXB6	1.367	3.469	5.661	0	0	8.228
ST3GAL2	0.882	3.5	5.66	0	0	8.224
VIP	-1.872	1.511	-5.66	0	0	8.223
POLR2A	0.776	6.05	5.66	0	0	8.222
GFRA3	-1.46	1.738	-5.658	0	0	8.211
FBP2	-1.299	1.522	-5.657	0	0	8.209
SMAD5	0.675	4.234	5.656	0	0	8.204
ORAI2	0.875	2.922	5.656	0	0	8.201
FAM160A2	0.706	4.859	5.655	0	0	8.194
GSDMB	1.326	4.412	5.654	0	0	8.193
C3orf33	0.646	2.37	5.653	0	0	8.184
PLIN1	-1.135	0.819	-5.651	0	0	8.177
ADNP2	0.693	3.929	5.65	0	0	8.169
LRRIQ4	0.701	0.913	5.649	0	0	8.167
ACD	0.63	4.196	5.649	0	0	8.166
AKIRIN2	0.598	5.827	5.648	0	0	8.158
SMCHD1	0.726	4.189	5.645	0	0	8.146
IBTK	0.773	4.582	5.645	0	0	8.145
TMCO1	0.703	5.482	5.645	0	0	8.143
GNPTAB	0.631	4.044	5.645	0	0	8.142
